# NeutrinTaPhotonTaEl cumulative differential rate
# photon field: Cosmic Microwave Background, T_CMB = 2.72548 K
# Produced with crpropa-data version: b4d40dba332f6b1ad7c4075ede4da4da0e3840ac
# log10(E/eV), d(1/lambda)/ds_kin [1/Mpc/eV^2] for log10(s_kin/eV^2) as given in first row
0.00	1.85263e+01	1.86474e+01	1.87684e+01	1.88895e+01	1.90105e+01	1.91316e+01	1.92526e+01	1.93737e+01	1.94947e+01	1.96158e+01	1.97368e+01	1.98579e+01	1.99789e+01	2.01000e+01	2.02211e+01	2.03421e+01	2.04632e+01	2.05842e+01	2.07053e+01	2.08263e+01	2.09474e+01	2.10684e+01	2.11895e+01	2.13105e+01	2.14316e+01	2.15526e+01	2.16737e+01	2.17947e+01	2.19158e+01	2.20368e+01	2.21579e+01	2.22789e+01	2.24000e+01	2.25211e+01	2.26421e+01	2.27632e+01	2.28842e+01	2.30053e+01	2.31263e+01	2.32474e+01	2.33684e+01	2.34895e+01	2.36105e+01	2.37316e+01	2.38526e+01	2.39737e+01	2.40947e+01	2.42158e+01	2.43368e+01	2.44579e+01	2.45789e+01	2.47000e+01	2.48211e+01	2.49421e+01	2.50632e+01	2.51842e+01	2.53053e+01	2.54263e+01	2.55474e+01	2.56684e+01	2.57895e+01	2.59105e+01	2.60316e+01	2.61526e+01	2.62737e+01	2.63947e+01	2.65158e+01	2.66368e+01	2.67579e+01	2.68789e+01	2.70000e+01
18.93	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01762e-188	2.01760e-188	2.01758e-188	2.01753e-188	2.01746e-188	2.01733e-188	2.01711e-188	2.01673e-188	2.01609e-188	2.01500e-188	2.01315e-188	2.01001e-188	2.00462e-188	1.99539e-188	1.97952e-188	1.95215e-188	1.90485e-188	1.82286e-188	1.67924e-188	1.43231e-188	1.00317e-188	2.53752e-189	-1.05297e-188	-3.32938e-188	-7.32068e-188	-1.42229e-187	-2.62367e-187	-4.73549e-187	-8.37025e-187	-1.48050e-186	-2.60036e-186	-4.55558e-186	-7.94860e-186	-1.38241e-185	-2.40613e-185	-4.19655e-185	-7.28461e-185	-1.26117e-184	-2.19234e-184	-3.80904e-184	-6.63246e-184	-1.14743e-183	-2.01780e-183
18.99	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166	7.23289e-166
19.05	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146	2.96466e-146
19.11	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129	3.42055e-129
19.17	2.24474e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114	2.24475e-114
19.23	1.72565e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101	1.72569e-101
19.29	2.72065e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90	2.72095e-90
19.35	1.45746e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80	1.45816e-80
19.41	4.17440e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72	4.18169e-72
