# NeutrinoMuPhotonMuTa cumulative differential rate
# photon field: Cosmic Microwave Background, T_CMB = 2.72548 K
# Produced with crpropa-data version: b4d40dba332f6b1ad7c4075ede4da4da0e3840ac
# log10(E/eV), d(1/lambda)/ds_kin [1/Mpc/eV^2] for log10(s_kin/eV^2) as given in first row
0.00	1.86474e+01	1.87684e+01	1.88895e+01	1.90105e+01	1.91316e+01	1.92526e+01	1.93737e+01	1.94947e+01	1.96158e+01	1.97368e+01	1.98579e+01	1.99789e+01	2.01000e+01	2.02211e+01	2.03421e+01	2.04632e+01	2.05842e+01	2.07053e+01	2.08263e+01	2.09474e+01	2.10684e+01	2.11895e+01	2.13105e+01	2.14316e+01	2.15526e+01	2.16737e+01	2.17947e+01	2.19158e+01	2.20368e+01	2.21579e+01	2.22789e+01	2.24000e+01	2.25211e+01	2.26421e+01	2.27632e+01	2.28842e+01	2.30053e+01	2.31263e+01	2.32474e+01	2.33684e+01	2.34895e+01	2.36105e+01	2.37316e+01	2.38526e+01	2.39737e+01	2.40947e+01	2.42158e+01	2.43368e+01	2.44579e+01	2.45789e+01	2.47000e+01	2.48211e+01	2.49421e+01	2.50632e+01	2.51842e+01	2.53053e+01	2.54263e+01	2.55474e+01	2.56684e+01	2.57895e+01	2.59105e+01	2.60316e+01	2.61526e+01	2.62737e+01	2.63947e+01	2.65158e+01	2.66368e+01	2.67579e+01	2.68789e+01	2.70000e+01
18.99	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92650e-185	1.92649e-185	1.92649e-185	1.92649e-185	1.92648e-185	1.92647e-185	1.92645e-185	1.92642e-185	1.92636e-185	1.92626e-185	1.92609e-185	1.92579e-185	1.92526e-185	1.92436e-185	1.92278e-185	1.92004e-185	1.91526e-185	1.90694e-185	1.89244e-185	1.86711e-185	1.82291e-185	1.74572e-185	1.61102e-185	1.37582e-185	9.65149e-186	2.47630e-186	-1.00569e-185	-3.19418e-185	-7.01557e-185	-1.36904e-184	-2.53303e-184	-4.56757e-184	-8.12194e-184	-1.43283e-183
19.05	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163	1.90718e-163
19.11	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144	2.68980e-144
19.17	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127	1.14606e-127
19.23	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113	3.26748e-113
19.29	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100	1.21506e-100
19.35	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89	1.00834e-89
19.41	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80	3.12769e-80
19.47	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72	5.54432e-72
