# NeutrinoAntineutrinoInteraction/NeutrinoiAntineutrinojElastic interaction rates
# neutrino field: massive Cosmic Neutrino Background, T_CnuB = 1.94535456 K
# Produced with crpropa-data version: 34240bf825c959521ec71bc1e6d82591f4f17700
# log10(E/eV), 1/lambda [1/Mpc]
10.00	1.2323072e-14
10.03	1.3328679e-14
10.07	1.4416348e-14
10.10	1.5592774e-14
10.14	1.6865201e-14
10.17	1.8241463e-14
10.20	1.9730033e-14
10.24	2.1340075e-14
10.27	2.3081502e-14
10.31	2.4965037e-14
10.34	2.7002275e-14
10.37	2.9205758e-14
10.41	3.1589054e-14
10.44	3.4166836e-14
10.48	3.6954973e-14
10.51	3.9970633e-14
10.55	4.3232382e-14
10.58	4.6760301e-14
10.61	5.0576112e-14
10.65	5.4703306e-14
10.68	5.9167294e-14
10.72	6.3995560e-14
10.75	6.9217831e-14
10.78	7.4866257e-14
10.82	8.0975615e-14
10.85	8.7583519e-14
10.89	9.4730652e-14
10.92	1.0246102e-13
10.95	1.1082221e-13
10.99	1.1986570e-13
11.02	1.2964718e-13
11.06	1.4022686e-13
11.09	1.5166988e-13
11.12	1.6404669e-13
11.16	1.7743350e-13
11.19	1.9191272e-13
11.23	2.0757349e-13
11.26	2.2451224e-13
11.29	2.4283326e-13
11.33	2.6264933e-13
11.36	2.8408247e-13
11.40	3.0726463e-13
11.43	3.3233854e-13
11.46	3.5945857e-13
11.50	3.8879170e-13
11.53	4.2051851e-13
11.57	4.5483435e-13
11.60	4.9195048e-13
11.64	5.3209543e-13
11.67	5.7551635e-13
11.70	6.2248057e-13
11.74	6.7327724e-13
11.77	7.2821911e-13
11.81	7.8764443e-13
11.84	8.5191908e-13
11.87	9.2143877e-13
11.91	9.9663152e-13
11.94	1.0779603e-12
11.98	1.1659257e-12
12.01	1.2610695e-12
12.04	1.3639774e-12
12.08	1.4752829e-12
12.11	1.5956713e-12
12.15	1.7258839e-12
12.18	1.8667223e-12
12.21	2.0190536e-12
12.25	2.1838157e-12
12.28	2.3620230e-12
12.32	2.5547726e-12
12.35	2.7632513e-12
12.38	2.9887427e-12
12.42	3.2326349e-12
12.45	3.4964297e-12
12.49	3.7817510e-12
12.52	4.0903556e-12
12.56	4.4241435e-12
12.59	4.7851697e-12
12.62	5.1756569e-12
12.66	5.5980093e-12
12.69	6.0548272e-12
12.73	6.5489230e-12
12.76	7.0833389e-12
12.79	7.6613651e-12
