# NeutrinoPhotonNeutrinoTauPair cumulative differential rate
# photon field: Cosmic Microwave Background, T_CMB = 2.72548 K
# Produced with crpropa-data version: b4d40dba332f6b1ad7c4075ede4da4da0e3840ac
# log10(E/eV), d(1/lambda)/ds_kin [1/Mpc/eV^2] for log10(s_kin/eV^2) as given in first row
0.00	1.91316e+01	1.92526e+01	1.93737e+01	1.94947e+01	1.96158e+01	1.97368e+01	1.98579e+01	1.99789e+01	2.01000e+01	2.02211e+01	2.03421e+01	2.04632e+01	2.05842e+01	2.07053e+01	2.08263e+01	2.09474e+01	2.10684e+01	2.11895e+01	2.13105e+01	2.14316e+01	2.15526e+01	2.16737e+01	2.17947e+01	2.19158e+01	2.20368e+01	2.21579e+01	2.22789e+01	2.24000e+01	2.25211e+01	2.26421e+01	2.27632e+01	2.28842e+01	2.30053e+01	2.31263e+01	2.32474e+01	2.33684e+01	2.34895e+01	2.36105e+01	2.37316e+01	2.38526e+01	2.39737e+01	2.40947e+01	2.42158e+01	2.43368e+01	2.44579e+01	2.45789e+01	2.47000e+01	2.48211e+01	2.49421e+01	2.50632e+01	2.51842e+01	2.53053e+01	2.54263e+01	2.55474e+01	2.56684e+01	2.57895e+01	2.59105e+01	2.60316e+01	2.61526e+01	2.62737e+01	2.63947e+01	2.65158e+01	2.66368e+01	2.67579e+01	2.68789e+01	2.70000e+01
19.53	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06199e-188	1.06198e-188	1.06196e-188	1.06194e-188	1.06190e-188	1.06182e-188	1.06168e-188	1.06142e-188	1.06097e-188	1.06016e-188	1.05872e-188	1.05618e-188	1.05169e-188	1.04379e-188	1.02990e-188	1.00547e-188	9.62551e-189	8.87324e-189	7.55480e-189	5.24424e-189	1.19991e-189	-5.87765e-189	-1.82562e-188	-3.99043e-188	-7.77655e-188	-1.43914e-187	-2.59466e-187	-4.61522e-187	-8.14419e-187	-1.43080e-186	-2.50805e-186
19.59	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166	2.63474e-166
19.65	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147	7.68285e-147
19.71	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130	6.61127e-130
19.77	3.50423e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115	3.50424e-115
19.84	2.23026e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102	2.23030e-102
19.90	3.04403e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91	3.04430e-91
19.96	1.46646e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81	1.46700e-81
20.02	3.85557e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73	3.86045e-73
