# NeutrinoMuPhotonMuPair cumulative differential rate
# photon field: Cosmic Microwave Background, T_CMB = 2.72548 K
# Produced with crpropa-data version: b4d40dba332f6b1ad7c4075ede4da4da0e3840ac
# log10(E/eV), d(1/lambda)/ds_kin [1/Mpc/eV^2] for log10(s_kin/eV^2) as given in first row
0.00	1.67105e+01	1.68316e+01	1.69526e+01	1.70737e+01	1.71947e+01	1.73158e+01	1.74368e+01	1.75579e+01	1.76789e+01	1.78000e+01	1.79211e+01	1.80421e+01	1.81632e+01	1.82842e+01	1.84053e+01	1.85263e+01	1.86474e+01	1.87684e+01	1.88895e+01	1.90105e+01	1.91316e+01	1.92526e+01	1.93737e+01	1.94947e+01	1.96158e+01	1.97368e+01	1.98579e+01	1.99789e+01	2.01000e+01	2.02211e+01	2.03421e+01	2.04632e+01	2.05842e+01	2.07053e+01	2.08263e+01	2.09474e+01	2.10684e+01	2.11895e+01	2.13105e+01	2.14316e+01	2.15526e+01	2.16737e+01	2.17947e+01	2.19158e+01	2.20368e+01	2.21579e+01	2.22789e+01	2.24000e+01	2.25211e+01	2.26421e+01	2.27632e+01	2.28842e+01	2.30053e+01	2.31263e+01	2.32474e+01	2.33684e+01	2.34895e+01	2.36105e+01	2.37316e+01	2.38526e+01	2.39737e+01	2.40947e+01	2.42158e+01	2.43368e+01	2.44579e+01	2.45789e+01	2.47000e+01	2.48211e+01	2.49421e+01	2.50632e+01	2.51842e+01	2.53053e+01	2.54263e+01	2.55474e+01	2.56684e+01	2.57895e+01	2.59105e+01	2.60316e+01	2.61526e+01	2.62737e+01	2.63947e+01	2.65158e+01	2.66368e+01	2.67579e+01	2.68789e+01	2.70000e+01
17.10	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25615e-181	1.25614e-181	1.25614e-181	1.25613e-181	1.25612e-181	1.25610e-181	1.25606e-181	1.25600e-181	1.25589e-181	1.25571e-181	1.25538e-181	1.25482e-181	1.25384e-181	1.25212e-181	1.24913e-181	1.24391e-181	1.23480e-181	1.21892e-181	1.19117e-181	1.14282e-181	1.05826e-181	9.11276e-182	6.54094e-182	2.03666e-182	-5.81603e-182	-1.93814e-181	-4.33291e-181	-8.51282e-181	-1.56242e-180	-2.79970e-180	-4.95899e-180	-8.72493e-180
17.16	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160	1.89425e-160
17.23	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142	4.88680e-142
17.29	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126	5.11051e-126
17.35	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112	4.30738e-112
17.41	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100	5.55208e-100
17.47	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89	1.88793e-89
17.53	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80	2.71297e-80
17.59	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72	2.49390e-72
